Chapter,Section,VerseRange,Text
3,2,4-6,"`The tongue is one Graha, and that is seized by taste as the Atigraha, for with the tongue one perceives tastes.' `The eye is one Graha, and that is seized by form as the Atigraha, for with the eye one sees forms.' `The ear is one Graha, and that is seized by sound"
3,2,5-7,"`The eye is one Graha, and that is seized by form as the Atigraha, for with the eye one sees forms.' `The ear is one Graha, and that is seized by sound as the Atigraha, for with the ear one hears sounds.' `The mind is one Graha, and that is seized by"
3,2,6-8,"`The ear is one Graha, and that is seized by sound as the Atigraha, for with the ear one hears sounds.' `The mind is one Graha, and that is seized by desire as the Atigraha, for with the mind one desires desires.' `The arms are one Graha, and these are seized by"
3,2,7-9,"`The mind is one Graha, and that is seized by desire as the Atigraha, for with the mind one desires desires.' `The arms are one Graha, and these are seized by work as the Atigraha, for with the arms one works work.' `The skin is one Graha, and that is seized by touch"
3,2,8-10,"`The arms are one Graha, and these are seized by work as the Atigraha, for with the arms one works work.' `The skin is one Graha, and that is seized by touch as the Atigraha, for with the skin one perceives touch. These are the eight Grahas and the eight Atigrahas.' `Yagnavalkya,' he said, `everything is the food of"
3,2,9-11,"`The skin is one Graha, and that is seized by touch as the Atigraha, for with the skin one perceives touch. These are the eight Grahas and the eight Atigrahas.' `Yagnavalkya,' he said, `everything is the food of death. What then is the deity to whom death is food?' `Fire (agni) is death, and that is the food of water. Death is conquered again.' `Yagnavalkya,' he said, `when such a person (a"
3,2,10-12,"`Yagnavalkya,' he said, `everything is the food of death. What then is the deity to whom death is food?' `Fire (agni) is death, and that is the food of water. Death is conquered again.' `Yagnavalkya,' he said, `when such a person (a sage) dies, do the vital breaths (pranas) move out of him or no?' `No,' replied Yagnavalkya; `they are gathered up in him, he swells, he is inflated, and thus inflated the dead lies at rest.' `Yagnavalkya,' he said, `when such a man dies,"
3,2,11-13,"`Yagnavalkya,' he said, `when such a person (a sage) dies, do the vital breaths (pranas) move out of him or no?' `No,' replied Yagnavalkya; `they are gathered up in him, he swells, he is inflated, and thus inflated the dead lies at rest.' `Yagnavalkya,' he said, `when such a man dies, what does not leave him?' `The name,' he replied; `for the name is endless, the Visvedevas are endless, and by it he gains the endless world.' `Yagnavalkya,' he said, `when the speech of this"
3,2,12-13,"`Yagnavalkya,' he said, `when such a man dies, what does not leave him?' `The name,' he replied; `for the name is endless, the Visvedevas are endless, and by it he gains the endless world.' `Yagnavalkya,' he said, `when the speech of this dead person enters into the fire, breath into the air, the eye into the sun, the mind into the moon, the hearing into space, into the earth the body, into the ether the self, into the shrubs the hairs of the body, into the trees the hairs of the head, when the blood and the seed are deposited in the water, where is then that person?' Yagnavalkya said: `Take my hand, my friend. We two alone shall know of this; let this question of ours not be (discussed) in public.' Then these two went out and argued, and what they said was karman (work), what they praised was karman, viz. that a man becomes good by good work, and bad by bad work. After that Garatkarava Artabhaga held his peace."
3,3,1-2,"Then Bhugyu Lahyayani asked. `Yagnavalkya,' he said, `we wandered about as students, and came to the house of Patankala Kapya. He had a daughter who was possessed by a Gandharva. We asked him, `Who art thou?' and he (the Gandharva) replied: `I am Sudhanvan, the Angirasa.' And when we asked him about the ends of the world, we said to him, `Where were the Parikshitas? Where then were the Parikshitas, I ask thee, Yagnavalkya, where were the Parikshitas?' Yagnavalkya said: `He said to thee, I suppose, that they went where those go who have performed a horse-sacrifice.' He said: `And where do they go who have performed a horse-sacrifice?' Yagnavalkya replied: `Thirty-two journeys of the car of the sun is this world. The earth surrounds it on every side, twice as large, and the ocean surrounds this earth on every side, twice as large. Now there is between them a space as large as the edge of a razor or the wing of a mosquito. Indra, having become a bird, handed them (through the space) to Vayu (the air), and Vayu (the air), holding them within himself, conveyed them to where they dwell who have performed a horse-sacrifice. Somewhat in this way did he praise Vayu indeed. Therefore Vayu (air) is everything by itself, and Vayu is all things together. He who knows this, conquers death.' After that Bhugyu Lahyayani held his peace."
3,4,1-2,"Then Ushasta Kakrayana asked. `Yagnavalkya,' he said, `tell me the Brahman which is visible, not invisible, the Self (atman), who is within all.' Yagnavalkya replied: `This, thy Self, who is within all.' `Which Self, O Yagnavalkya, is within all?' Yagnavalkya replied: `He who breathes in the upbreathing, he is thy Self, and within all. He who breathes in the down-breathing, he is thy Self, and within all. He who breathes in the on-breathing, he is thy Self, and within all. He who breathes in the outbreathing, he is thy Self, and within all. This is thy Self, who is within all.' Ushasta Kakrayana said: `As one might say, this is a cow, this is a horse, thus has this been explained by thee. Tell me the Brahman which is visible, not invisible, the Self, who is within all.' Yagnavalkya replied: `This, thy Self, who is within all.' `Which Self, O Yagnavalkya, is within all?' Yagnavalkya replied: `Thou couldst not see the (true) seer of sight, thou couldst not hear the (true) hearer of hearing, nor perceive the perceiver of perception, nor know the knower of knowledge. This is thy Self, who is within all. Everything also is of evil.' After that Ushasta Kakrayana held his peace."
3,5,1-1,"Then Kahola Kaushitakeya asked. `Yagnavalkya,' he said, `tell me the Brahman which is visible, not invisible, the Self (atman), who is within all.' Yagnavalkya replied: `This, thy Self, who is within all.' `Which Self, O Yagnavalkya, is within all?' Yagnavalkya replied: `He who overcomes hunger and thirst, sorrow, passion, old age, and death. When desire for sons, wealth, and (new) worlds, they wander about as mendicants. For a desire for sons is desire for wealth, a desire for wealth is desire for worlds. Both these are indeed desires. Therefore let a stand by real strength; after he has done with that strength and learning, he becomes a Muni (a Yogin); and after he has done with what is not the knowledge of a Muni, and with what is the knowledge of a else is of evil.' After that Kahola Kaushitakeya held his peace."
3,6,1-1,"Then Gargi Vakaknavi asked. `Yagnavalkya,' she said, `everything here is woven, like warp and woof, in water. What then is that in which water is woven, like warp and woof?' `In air, O Gargi,' he replied. `In what then is air woven, like warp and woof?' `In the worlds of the sky, O Gargi,' he replied. `In what then are the worlds of the sky woven, like warp and woof?' `In the worlds of the Gandharvas, O Gargi,' he replied. `In what then are the worlds of the Gandharvas woven, like warp and woof?' `In the worlds of Aditya (sun), O Gargi,' he replied. `In what then are the worlds of Aditya (sun) woven, like warp and woof?' `In the worlds of Kandra (moon), O Gargi,' he replied. `In what then are the worlds of Kandra (moon) woven, like warp and woof?' `In the worlds of the Nakshatras (stars), O Gargi,' he replied. `In what then are the worlds of the Nakshatras (stars) woven, like warp and woof?' `In the worlds of the Devas (gods), O Gargi,' he replied. `In what then are the worlds of the Devas (gods) woven, like warp and woof?' `In the worlds of Indra, O Gargi,' he replied. `In what then are the worlds of Indra woven, like warp and woof?' `In the worlds of Pragapati, O Gargi,' he replied. `In what then are the worlds of Pragapati woven, like warp and woof?' `In the worlds of Brahman, O Gargi,' he replied. `In what then are the worlds of Brahman woven, like warp and woof?' Yagnavalkya said: `O Gargi, Do not ask too much, lest thy head should fall off. Thou askest too much about a deity about which we are not to ask too much. Do not ask too much, O Gargi.' After that Gargi Vakaknavi held her peace."
